offset_level_ms,trial,num_poses,runtime_ms,success,nfev,method,camera_name,translation_error_mm,rotation_error_deg,estimated_time_offset_ms,true_time_offset_ms,time_offset_abs_error_ms,mean_target_error_mm,mean_cross_camera_target_disagreement_mm
100,1,24,9.702639999886742,True,0,PARK_ZERO_OFFSET,upper_arm_camera,5.786838117485064,2.5404441128052015,0.0,30.0,30.0,46.600456604623986,71.15115728827924
100,1,24,9.702639999886742,True,0,PARK_ZERO_OFFSET,forearm_camera,17.887428965165167,3.799707538924465,0.0,100.0,100.0,65.92022354677148,71.15115728827924
100,1,24,9.702639999886742,True,0,PARK_ZERO_OFFSET,wrist_camera,30.39209806523691,6.570562914982723,0.0,-80.00000000000001,80.00000000000001,86.92717219051917,71.15115728827924
100,1,24,2456.609637998554,True,107,TIME_AWARE_PARK,upper_arm_camera,0.9185517407904567,0.3631152215596349,25.929097858051165,30.0,4.0709021419488325,7.171353655010414,9.788315915924036
100,1,24,2456.609637998554,True,107,TIME_AWARE_PARK,forearm_camera,2.048357703647211,0.4695513727210231,87.79922957503979,100.0,12.20077042496022,8.06517053988379,9.788315915924036
100,1,24,2456.609637998554,True,107,TIME_AWARE_PARK,wrist_camera,4.3788350487703624,0.8815015549576023,-69.05254472449316,-80.00000000000001,10.947455275506861,12.016519881659937,9.788315915924036
100,2,24,9.859938001682167,True,0,PARK_ZERO_OFFSET,upper_arm_camera,5.506935558672347,2.482926242780044,0.0,30.0,30.0,45.446628882204756,70.77222201917895
100,2,24,9.859938001682167,True,0,PARK_ZERO_OFFSET,forearm_camera,17.942601659787794,3.76320812772801,0.0,100.0,100.0,65.60169352608456,70.77222201917895
100,2,24,9.859938001682167,True,0,PARK_ZERO_OFFSET,wrist_camera,30.466963459695904,6.552848319598291,0.0,-80.00000000000001,80.00000000000001,87.23611922275722,70.77222201917895
100,2,24,2535.0759159991867,True,111,TIME_AWARE_PARK,upper_arm_camera,0.7125556617624893,0.3380604182064912,25.548709705727283,30.0,4.451290294272714,6.602639245492408,8.878317629003321
100,2,24,2535.0759159991867,True,111,TIME_AWARE_PARK,forearm_camera,1.7698002368419896,0.3621748821398997,89.7647115352895,100.0,10.235288464710502,6.431599559865716,8.878317629003321
100,2,24,2535.0759159991867,True,111,TIME_AWARE_PARK,wrist_camera,4.251893314752363,0.8226736524047569,-69.56981928046758,-80.00000000000001,10.43018071953243,11.816051300055127,8.878317629003321
